date,time,lat,lon,depth,ML,nstn,dmin,gap,trms,ERH,ERZ,fixed,nph,quality
2021-07-14,00:43:29.43,23.9260,121.5865,7.66,2.51,59,2.90,67,0.34,0.20,0.20,F,109,B
2021-07-14,00:49:44.57,23.9752,121.5748,9.47,2.43,36,3.90,74,0.41,0.30,0.30,F,56,B
2021-07-14,00:50:08.57,23.9723,121.5790,9.12,2.49,28,3.50,80,0.36,0.30,0.30,F,52,B
2021-07-14,00:50:35.96,23.9715,121.5815,8.93,3.25,74,3.30,54,0.39,0.20,0.20,F,111,B
2021-07-14,00:50:43.44,23.9797,121.5810,9.31,3.19,18,3.40,84,0.28,0.30,0.40,F,27,B
2021-07-14,00:52:36.13,23.9770,121.5780,7.87,2.49,48,3.60,71,0.39,0.20,0.20,F,73,B
2021-07-14,00:59:59.72,23.9380,121.6218,6.20,2.39,47,4.20,174,0.33,0.20,0.20,F,88,C
2021-07-14,01:20:14.49,23.9805,121.5820,7.99,2.18,51,3.30,68,0.34,0.20,0.20,F,98,B
2021-07-14,01:29:13.92,23.9232,121.5678,12.78,2.26,29,4.10,82,0.32,0.50,0.30,F,58,A
2021-07-14,01:51:00.67,23.9080,121.4547,21.28,3.57,90,7.50,28,0.31,0.20,0.20,F,148,B
2021-07-14,01:56:21.45,23.9310,121.6573,7.07,3.00,61,6.40,105,0.40,0.20,0.20,F,92,C
2021-07-14,01:56:45.95,23.9287,121.6467,6.17,3.35,51,5.30,200,0.44,0.30,0.20,F,89,D
2021-07-14,02:17:21.62,23.9873,121.5670,6.92,2.34,33,4.90,81,0.37,0.40,0.50,F,65,A
2021-07-14,02:18:32.16,23.9307,121.5762,9.40,2.77,49,4.00,57,0.31,0.10,0.10,F,92,B
2021-07-14,02:18:56.56,23.8892,121.5995,5.27,3.02,32,1.60,182,0.30,0.20,0.10,F,57,C
2021-07-14,02:19:19.02,23.9583,121.6138,7.42,3.59,99,1.90,113,0.34,0.10,0.10,F,184,C
2021-07-14,02:32:40.79,23.9275,121.5715,13.44,2.82,27,4.10,91,0.35,0.50,0.30,F,53,B
2021-07-14,02:37:03.28,23.9767,121.5820,7.95,3.27,84,3.20,63,0.32,0.10,0.20,F,146,B
2021-07-14,02:37:19.79,23.9988,121.5570,8.01,2.39,5,6.30,130,0.10,0.50,0.60,F,10,D
2021-07-14,02:37:27.67,23.9930,121.5625,9.24,2.14,6,5.60,122,0.17,0.60,0.90,F,12,B
2021-07-14,02:37:47.12,23.9548,121.6050,7.65,1.53,5,5.70,183,0.29,1.10,1.50,F,10,D
2021-07-14,02:43:52.27,23.9700,121.6020,9.20,2.45,31,1.30,120,0.34,0.40,0.30,F,57,C
2021-07-14,02:44:04.91,23.9942,121.5850,13.16,2.28,25,3.60,106,0.31,0.50,0.30,F,49,B
2021-07-14,02:56:17.48,23.9747,121.5787,9.01,1.54,13,3.50,77,0.29,0.40,0.40,F,26,B
2021-07-14,03:18:47.54,23.9680,121.6027,7.04,4.03,99,1.40,49,0.37,0.10,0.10,F,220,B
2021-07-14,03:19:39.16,23.9548,121.6093,11.13,2.43,8,2.30,177,0.21,0.50,0.40,F,15,C
2021-07-14,03:20:07.64,23.9650,121.6043,10.08,2.18,13,1.50,147,0.21,0.30,0.30,F,25,C
2021-07-14,03:20:44.35,23.9708,121.5778,7.83,1.97,13,3.70,80,0.25,0.40,0.40,F,26,B
2021-07-14,03:23:19.49,23.9668,121.6047,7.61,3.10,81,1.30,116,0.35,0.10,0.20,F,136,C
2021-07-14,03:23:59.34,23.9575,121.6040,8.60,1.70,8,2.20,158,0.22,0.50,0.60,F,14,C
2021-07-14,03:27:58.70,23.9155,121.5830,6.85,1.81,22,2.30,98,0.34,0.30,0.40,F,44,C
2021-07-14,03:28:06.49,23.9188,121.5873,8.42,2.04,7,2.30,136,0.12,0.30,0.30,F,14,B
2021-07-14,03:36:33.10,23.9640,121.5870,8.58,4.62,99,3.00,53,0.35,0.10,0.10,F,250,B
2021-07-14,03:37:24.49,23.9765,121.5793,10.19,2.96,9,3.50,80,0.14,0.30,0.30,F,16,A
2021-07-14,03:38:11.50,23.9752,121.5673,9.47,2.56,22,4.70,73,0.33,0.30,0.40,F,43,B
2021-07-14,03:38:41.70,23.9048,121.5827,5.90,2.76,37,2.00,92,0.36,0.20,0.20,F,66,C
2021-07-14,03:42:44.69,23.9403,121.5803,8.60,2.64,71,4.60,62,0.36,0.20,0.20,F,142,B
2021-07-14,03:59:11.61,23.9327,121.5698,7.47,3.18,91,4.60,50,0.33,0.20,0.20,F,133,B
2021-07-14,03:59:36.91,23.9175,121.5473,8.80,2.03,4,5.80,117,0.22,1.10,1.80,F,7,D
2021-07-14,03:59:58.68,23.8363,121.5583,7.97,2.34,4,5.40,150,0.08,0.20,0.20,F,8,B
2021-07-14,04:10:41.27,23.9622,121.6105,5.68,2.90,80,1.50,68,0.42,0.20,0.20,F,160,B
2021-07-14,04:16:25.18,23.9563,121.6035,5.93,2.93,94,2.30,62,0.38,0.20,0.20,F,187,B
2021-07-14,04:16:54.63,23.9523,121.6152,8.15,1.85,9,2.50,200,0.17,0.40,0.40,F,18,C
2021-07-14,04:17:05.08,23.9587,121.6048,5.95,2.05,19,2.00,157,0.31,0.40,0.40,F,38,C
2021-07-14,04:18:36.84,23.9575,121.6087,5.90,3.09,97,2.00,118,0.32,0.20,0.20,F,159,C
2021-07-14,04:19:14.83,23.9567,121.6187,8.68,2.00,4,2.10,204,0.08,0.20,0.30,F,8,C
2021-07-14,04:28:27.40,23.9582,121.6035,6.42,3.77,99,2.10,49,0.39,0.10,0.10,F,234,B
2021-07-14,04:28:53.75,23.9513,121.5900,9.55,2.85,9,3.60,124,0.20,0.80,0.80,F,13,B
2021-07-14,04:29:31.37,23.9592,121.6033,10.39,2.09,7,2.10,150,0.20,0.70,0.90,F,14,C
2021-07-14,04:29:39.70,23.9625,121.5960,8.29,1.93,8,2.30,122,0.18,0.50,0.50,F,15,B
2021-07-14,04:29:49.46,23.9490,121.6105,8.05,1.83,8,2.90,186,0.22,0.40,0.30,F,16,C
2021-07-14,04:30:45.53,23.9628,121.6108,5.12,3.10,64,1.40,158,0.38,0.20,0.20,F,107,C
2021-07-14,04:31:22.43,23.9540,121.6183,6.81,2.18,15,2.40,181,0.34,0.50,0.50,F,28,D
2021-07-14,04:38:18.71,23.9800,121.5843,7.57,3.75,96,3.00,35,0.36,0.10,0.20,F,138,B
2021-07-14,04:39:26.65,23.9740,121.5797,9.68,2.02,16,3.40,78,0.32,0.40,0.40,F,31,B
2021-07-14,05:34:16.34,23.9485,121.5613,10.27,2.41,55,6.10,46,0.50,0.60,0.40,F,104,A
2021-07-14,06:08:28.02,23.9638,121.5840,7.52,2.99,98,3.20,50,0.36,0.20,0.20,F,173,B
2021-07-14,06:26:26.17,23.9637,121.6038,5.57,2.88,94,1.60,61,0.34,0.10,0.10,F,174,B
2021-07-14,06:27:00.87,23.9573,121.6092,7.01,2.38,36,2.00,170,0.28,0.20,0.20,F,64,C
2021-07-14,06:32:12.69,23.9387,121.5727,9.03,2.78,75,4.90,42,0.36,0.20,0.20,F,137,B
2021-07-14,06:32:45.55,23.9405,121.5730,9.48,2.21,18,5.00,100,0.30,0.30,0.40,F,31,B
2021-07-14,06:34:56.35,23.9633,121.5980,5.52,2.43,28,2.00,126,0.36,0.30,0.30,F,56,C
2021-07-14,06:35:26.03,23.9780,121.5870,2.52,1.86,19,2.70,81,0.22,0.30,0.40,F,35,A
2021-07-14,06:38:20.77,23.9277,121.5918,8.34,2.29,41,2.80,138,0.36,0.30,0.20,F,82,C
2021-07-14,06:42:52.67,23.9322,121.5690,11.76,2.64,29,4.60,94,0.38,0.30,0.40,F,57,C
2021-07-14,06:44:40.02,23.9385,121.5850,8.37,2.25,12,4.20,120,0.33,0.80,0.70,F,24,B
2021-07-14,06:44:48.93,23.9292,121.5798,12.60,2.35,28,3.60,107,0.30,0.50,0.40,F,56,B
2021-07-14,07:29:05.66,23.9568,121.6172,8.73,2.63,6,2.10,195,0.18,0.40,0.40,F,12,C
2021-07-14,07:29:13.31,23.9532,121.5960,9.70,2.53,3,3.00,137,0.14,0.90,1.10,F,6,D
2021-07-14,08:08:37.11,23.9563,121.5872,6.88,3.17,75,3.40,51,0.43,0.20,0.20,F,120,B
2021-07-14,08:08:45.81,23.9487,121.5797,9.67,3.03,9,4.50,109,0.26,0.50,0.50,F,14,B
2021-07-14,08:09:30.70,23.9485,121.5788,9.32,2.28,26,4.60,107,0.36,0.30,0.30,F,50,C
2021-07-14,08:09:54.56,23.9502,121.5853,7.87,2.92,64,4.00,117,0.38,0.20,0.20,F,115,C
2021-07-14,08:10:10.08,23.9488,121.5757,10.98,2.58,16,4.80,103,0.31,0.50,0.50,F,26,C
2021-07-14,08:11:17.79,23.9452,121.5778,9.30,1.85,19,4.90,106,0.31,0.40,0.40,F,33,C
2021-07-14,08:14:22.46,23.9440,121.5780,8.83,1.77,12,5.10,144,0.26,0.30,0.40,F,24,C
2021-07-14,08:14:38.89,23.9492,121.5765,9.00,1.32,8,5.70,144,0.24,0.40,0.50,F,16,C
2021-07-14,08:17:26.30,23.9808,121.5713,8.67,1.40,8,4.30,95,0.20,0.50,0.50,F,16,B
2021-07-14,08:17:33.46,23.9475,121.5805,7.18,2.26,46,4.50,65,0.38,0.20,0.20,F,92,B
2021-07-14,08:24:15.07,23.9267,121.5710,7.22,2.39,57,4.10,58,0.36,0.20,0.20,F,98,B
2021-07-14,08:30:08.38,23.9142,121.5803,5.57,2.64,67,2.50,69,0.36,0.20,0.20,F,120,B
2021-07-14,08:49:33.51,23.9265,121.5762,9.17,3.11,70,3.70,52,0.41,0.20,0.20,F,113,B
2021-07-14,08:51:04.53,23.9288,121.5807,9.77,1.86,27,3.50,114,0.36,0.30,0.20,F,45,C
2021-07-14,09:15:19.68,23.9378,121.5657,7.77,2.42,58,5.30,55,0.35,0.20,0.20,F,105,B
2021-07-14,09:16:05.88,23.9708,121.5838,8.35,3.06,99,3.10,51,0.37,0.10,0.10,F,198,B
2021-07-14,09:18:55.27,23.9770,121.5857,8.22,3.58,99,2.80,40,0.37,0.10,0.10,F,157,B
2021-07-14,09:20:04.88,23.9943,121.5645,6.43,2.14,16,5.40,89,0.41,0.80,1.50,F,26,A
2021-07-14,09:21:25.76,23.9495,121.5675,8.54,1.45,16,5.50,88,0.35,0.40,0.50,F,31,B
2021-07-14,09:30:43.48,23.9765,121.5778,8.24,3.27,99,3.60,48,0.29,0.10,0.20,F,197,B
2021-07-14,09:31:35.58,23.9975,121.5827,10.13,1.28,9,4.00,114,0.22,0.80,1.00,F,16,B
2021-07-14,09:33:39.69,23.9978,121.5948,10.10,2.48,26,3.10,124,0.36,0.60,0.60,F,51,B
2021-07-14,09:33:56.15,23.9308,121.5700,10.15,2.07,7,4.40,96,0.24,0.50,0.50,F,14,B
2021-07-14,09:51:59.01,23.9105,121.5458,6.95,1.83,9,5.80,91,0.64,1.70,2.00,F,18,B
2021-07-14,12:00:57.87,24.0070,121.5983,9.45,1.95,14,3.90,141,0.35,0.90,1.10,F,28,C
2021-07-14,12:01:12.82,24.0092,121.5992,9.21,1.64,14,4.00,144,0.35,0.80,1.10,F,28,C
2021-07-14,12:02:15.88,24.0023,121.6048,11.12,1.43,13,3.10,149,0.33,0.90,0.80,F,26,C
2021-07-14,12:08:23.06,23.9817,121.5977,8.04,2.97,79,1.80,64,0.33,0.20,0.20,F,146,B
2021-07-14,12:09:05.51,23.9920,121.5837,9.58,2.12,14,3.60,106,0.20,0.40,0.50,F,27,B
2021-07-14,12:13:20.06,23.9282,121.5818,7.91,2.94,99,3.40,32,0.34,0.10,0.10,F,246,B
2021-07-14,12:13:43.12,23.9227,121.5635,10.38,2.14,12,4.40,77,0.32,0.80,0.90,F,19,A
2021-07-14,12:37:04.39,23.9312,121.5787,7.04,2.81,99,3.90,51,0.30,0.10,0.10,F,181,B
2021-07-14,12:37:33.75,23.9447,121.5772,10.25,2.23,27,5.00,106,0.36,0.30,0.30,F,54,C
2021-07-14,12:38:06.18,23.9430,121.5685,11.32,1.20,9,5.50,94,0.22,0.50,0.50,F,18,B
2021-07-14,12:47:24.88,23.9752,121.5953,9.59,1.84,7,1.90,89,0.23,0.60,0.90,F,14,B
2021-07-14,12:55:33.16,23.9733,121.5900,9.27,4.30,99,2.40,53,0.39,0.20,0.20,F,242,B
2021-07-14,12:56:02.64,23.9773,121.5807,9.62,3.10,9,3.40,84,0.14,0.30,0.30,F,16,A
2021-07-14,12:57:18.37,23.9828,121.5787,9.67,2.02,13,3.60,90,0.23,0.30,0.30,F,25,B
2021-07-14,13:53:05.79,23.9500,121.5845,7.90,3.41,99,4.10,47,0.36,0.10,0.10,F,222,B
2021-07-14,13:53:53.59,23.9448,121.5777,9.15,2.78,35,4.90,107,0.33,0.20,0.20,F,61,C
2021-07-14,13:54:05.97,23.9435,121.5785,9.97,2.78,20,5.00,109,0.31,0.40,0.40,F,38,C
2021-07-14,13:54:26.59,23.9357,121.5767,9.36,1.65,8,4.40,107,0.23,0.40,0.40,F,15,B
2021-07-14,13:55:58.20,23.9530,121.6130,7.13,2.35,81,5.60,76,0.34,0.10,0.10,F,153,B
2021-07-14,14:47:04.59,23.9643,121.5992,6.26,3.01,99,1.90,61,0.34,0.10,0.10,F,232,B
2021-07-14,15:03:59.44,23.9403,121.5757,8.81,2.56,97,4.90,56,0.32,0.10,0.10,F,182,B
2021-07-14,15:19:32.69,23.9328,121.5820,7.60,3.56,99,3.80,35,0.38,0.10,0.10,F,217,B
2021-07-14,15:20:44.93,23.9602,121.5858,8.66,1.57,10,3.30,108,0.26,0.50,0.50,F,17,B
2021-07-14,15:20:56.97,23.9108,121.5625,6.02,1.05,7,4.10,118,0.23,0.80,1.50,F,11,B
2021-07-14,15:23:22.38,23.9893,121.5955,7.11,2.18,55,2.40,109,0.45,0.50,0.50,F,105,B
2021-07-14,16:11:22.86,23.9343,121.5802,12.70,1.93,26,4.10,109,0.34,0.60,0.40,F,51,B
2021-07-14,16:12:08.03,23.9273,121.5943,9.78,3.15,99,2.70,74,0.43,0.20,0.20,F,196,B
2021-07-14,16:12:36.72,23.9943,121.5790,9.26,2.32,31,4.10,101,0.33,0.50,0.70,F,61,B
2021-07-14,16:30:52.20,23.9225,121.4698,17.51,2.54,8,5.30,132,0.49,1.00,1.00,F,15,C
2021-07-14,16:57:18.94,23.9215,121.5880,7.42,2.61,28,2.40,121,0.28,0.30,0.30,F,56,B
2021-07-14,17:00:44.08,23.9252,121.5880,7.72,4.76,99,2.80,39,0.43,0.10,0.10,F,257,B
2021-07-14,17:01:21.75,23.9098,121.5788,6.82,3.23,3,2.50,157,0.07,0.20,0.30,F,6,B
2021-07-14,17:02:20.61,23.9573,121.5802,8.72,2.40,7,6.30,151,0.07,0.20,0.30,F,12,B
2021-07-14,17:16:19.58,23.8317,121.4363,17.59,3.94,99,2.30,36,0.31,0.10,0.10,F,265,B
2021-07-14,17:23:41.76,23.9253,121.5715,9.57,2.45,29,3.90,89,0.35,0.50,0.60,F,58,A
2021-07-14,17:24:56.55,23.9200,121.5782,12.98,1.98,33,3.00,96,0.36,0.50,0.30,F,62,B
2021-07-14,17:27:29.61,23.9128,121.5853,6.41,2.67,99,2.00,60,0.30,0.20,0.10,F,174,B
2021-07-14,17:42:43.46,23.9142,121.5855,7.06,2.33,72,2.00,70,0.41,0.20,0.20,F,144,B
2021-07-14,17:44:05.89,23.9150,121.5967,9.48,2.39,6,1.40,223,0.24,0.70,0.60,F,12,C
2021-07-14,18:04:42.11,23.9152,121.6033,8.18,2.55,93,1.30,77,0.40,0.10,0.10,F,169,B
2021-07-14,18:11:42.77,23.8297,121.5765,6.89,2.52,78,4.90,108,0.35,0.10,0.10,F,147,C
2021-07-14,18:15:48.51,23.8317,121.5788,6.28,2.59,77,5.20,94,0.40,0.10,0.10,F,139,C
2021-07-14,18:16:16.37,23.9120,121.5738,7.77,2.76,64,3.00,74,0.39,0.20,0.20,F,126,B
2021-07-14,18:29:14.22,23.8263,121.5707,6.83,2.30,72,4.40,95,0.35,0.10,0.10,F,136,C
2021-07-14,18:32:24.94,23.8258,121.5747,6.68,2.41,25,4.40,128,0.30,0.30,0.20,F,50,C
2021-07-14,18:33:39.24,23.8317,121.5447,6.58,1.30,17,5.20,123,0.29,0.60,0.50,F,34,B
2021-07-14,18:34:16.07,23.8322,121.5702,8.07,2.44,30,5.00,115,0.34,0.20,0.20,F,58,C
2021-07-14,18:35:44.26,23.9718,121.5800,8.48,1.33,14,3.40,81,0.23,0.30,0.40,F,25,B
2021-07-14,18:47:25.82,23.8290,121.5660,7.30,2.25,28,4.60,159,0.35,0.20,0.20,F,56,C
2021-07-14,18:48:15.29,23.9828,121.5848,13.25,1.18,7,3.00,95,0.31,1.10,1.30,F,14,B
2021-07-14,19:01:24.08,23.9075,121.5902,7.35,2.91,30,1.30,88,0.29,0.20,0.20,F,60,B
2021-07-14,19:01:31.74,23.9047,121.5553,5.64,2.80,17,4.80,85,0.35,0.70,1.30,F,25,A
2021-07-14,19:07:10.59,23.8263,121.5715,6.42,2.80,99,4.40,94,0.34,0.10,0.10,F,185,C
2021-07-14,19:07:33.63,23.8043,121.4608,10.63,2.71,62,2.10,56,0.35,0.20,0.20,F,108,B
2021-07-14,19:19:06.32,23.7590,121.5698,23.92,2.35,61,3.20,87,0.30,0.20,0.20,F,111,B
2021-07-14,19:46:23.32,23.8330,121.5767,6.45,2.15,37,5.20,171,0.34,0.20,0.20,F,62,C
2021-07-14,19:47:02.86,23.8308,121.5788,6.91,3.05,99,5.10,75,0.33,0.10,0.10,F,187,B
2021-07-14,19:48:03.19,23.9870,121.6047,7.19,2.52,56,1.60,116,0.33,0.20,0.20,F,106,C
2021-07-14,20:14:17.71,23.8675,121.5900,37.68,2.33,82,4.20,59,0.36,0.30,0.30,F,143,B
2021-07-14,22:00:28.00,23.9730,121.6018,8.57,2.76,90,1.20,61,0.35,0.20,0.20,F,163,B
2021-07-14,22:38:43.35,23.9813,121.5850,8.09,2.40,68,3.00,66,0.37,0.20,0.20,F,128,B
2021-07-14,22:39:26.97,23.9765,121.5860,8.89,1.71,14,2.80,83,0.29,0.50,0.50,F,24,B
2021-07-14,22:46:22.17,23.9268,121.5903,6.50,2.38,68,2.80,68,0.35,0.20,0.20,F,129,B
2021-07-14,23:48:20.60,23.8888,121.5705,7.80,1.57,20,3.60,129,0.40,0.40,0.40,F,39,C
2021-07-14,23:57:41.69,23.9528,121.5802,8.74,2.41,20,4.20,103,0.29,0.60,0.50,F,40,B
2021-07-15,00:24:21.01,23.9398,121.5850,10.88,2.46,53,4.40,66,0.39,0.20,0.20,F,105,B
2021-07-15,00:29:39.18,23.9415,121.4625,16.11,2.44,28,4.10,43,0.30,0.30,0.40,F,55,B
2021-07-15,00:46:08.72,23.9732,121.5988,8.26,2.02,30,1.50,98,0.35,0.30,0.30,F,57,C
2021-07-15,00:46:33.81,23.9777,121.6047,7.19,3.40,99,0.90,77,0.39,0.20,0.20,F,174,B
2021-07-15,00:46:51.39,23.9737,121.5990,8.05,2.93,20,1.50,96,0.31,0.30,0.40,F,40,C
2021-07-15,00:47:13.79,23.9758,121.5958,9.04,2.35,19,1.80,85,0.30,0.30,0.30,F,38,B
2021-07-15,00:49:09.75,23.9747,121.5982,7.96,2.26,43,1.60,91,0.34,0.20,0.30,F,76,C
2021-07-15,02:46:12.09,23.9543,121.5950,8.11,2.40,58,3.00,81,0.31,0.20,0.20,F,105,B
2021-07-15,03:21:18.83,23.9772,121.5985,5.68,2.42,53,1.50,78,0.34,0.30,0.20,F,84,B
2021-07-15,04:58:36.17,23.9767,121.6005,6.48,2.86,99,1.30,82,0.37,0.20,0.20,F,180,B
2021-07-15,04:59:23.59,23.9727,121.5605,4.80,1.56,11,5.40,67,0.33,0.40,0.60,F,20,C
2021-07-15,05:23:29.42,23.9318,121.5545,12.29,2.06,18,5.80,71,0.33,0.60,0.70,F,35,A
2021-07-15,06:10:14.86,23.9802,121.6058,8.44,2.26,35,1.00,104,0.35,0.30,0.40,F,69,C
2021-07-15,10:06:33.55,23.9585,121.4895,17.08,2.75,86,0.80,41,0.32,0.20,0.20,F,172,B
2021-07-15,10:35:11.09,23.9675,121.5902,6.87,1.67,28,2.50,102,0.32,0.30,0.30,F,49,C
2021-07-15,10:35:22.57,23.9397,121.5718,8.83,1.68,34,5.00,98,0.37,0.20,0.20,F,62,C
2021-07-15,10:40:15.61,23.9738,121.6000,6.57,2.71,63,1.40,95,0.29,0.20,0.20,F,113,B
2021-07-15,10:40:34.08,23.9783,121.5980,7.47,3.17,96,1.60,67,0.37,0.20,0.10,F,167,B
2021-07-15,10:50:43.13,23.9682,121.5992,8.31,2.88,99,1.70,62,0.36,0.10,0.20,F,192,B
2021-07-15,12:30:28.26,23.9713,121.5905,10.30,2.98,29,2.40,91,0.35,0.60,0.40,F,58,B
2021-07-15,12:36:02.97,24.0003,121.5788,9.42,2.46,7,4.50,111,0.27,0.80,1.40,F,14,B
2021-07-15,12:36:08.32,23.9960,121.5890,9.73,3.21,14,3.40,121,0.31,0.70,0.90,F,28,B
2021-07-15,12:36:53.41,23.9988,121.6128,12.57,2.53,13,2.60,166,0.35,1.00,1.00,F,25,C
2021-07-15,12:39:26.69,23.9802,121.5987,7.31,1.42,11,1.60,102,0.21,0.20,0.60,F,22,B
2021-07-15,12:39:42.35,23.9827,121.5942,8.99,1.57,12,2.10,105,0.24,0.30,0.30,F,24,B
2021-07-15,12:39:51.60,23.9915,121.5995,7.11,2.65,59,2.30,73,0.34,0.20,0.20,F,114,B
2021-07-15,12:40:27.30,23.9797,121.6020,8.36,3.62,99,1.30,36,0.32,0.10,0.10,F,201,B
2021-07-15,12:41:10.66,23.9808,121.5933,10.67,1.99,6,2.10,101,0.16,0.30,0.40,F,11,B
2021-07-15,15:38:23.51,23.9102,121.4773,15.95,2.38,35,6.30,54,0.30,0.30,0.40,F,70,B
2021-07-15,15:59:37.08,23.9648,121.6080,6.30,2.38,73,1.30,92,0.39,0.20,0.20,F,146,C
2021-07-15,16:34:42.75,23.9713,121.5977,7.94,2.81,99,1.70,61,0.36,0.10,0.10,F,219,B
2021-07-15,16:53:24.33,23.9128,121.5820,6.55,2.27,72,2.30,72,0.40,0.20,0.20,F,122,B
2021-07-15,17:39:58.59,23.9793,121.5927,7.35,2.61,85,2.20,72,0.34,0.10,0.10,F,146,B
2021-07-15,18:13:24.48,23.9228,121.4818,14.87,2.53,83,4.90,38,0.30,0.10,0.20,F,156,B
2021-07-15,18:14:00.17,23.9212,121.5632,9.28,1.52,10,4.40,79,0.26,0.40,0.50,F,18,B
2021-07-15,19:03:52.51,23.8985,121.5842,7.91,2.46,81,1.90,89,0.35,0.10,0.10,F,148,B
2021-07-15,20:25:59.83,23.9250,121.5820,9.47,2.31,61,3.10,68,0.39,0.20,0.20,F,120,B
2021-07-15,21:04:38.01,23.9412,121.5780,8.85,2.72,32,4.80,108,0.38,0.30,0.30,F,63,C
2021-07-15,21:30:50.63,23.9935,121.5943,8.53,2.84,14,2.80,127,0.30,0.30,0.30,F,27,B
2021-07-15,21:31:08.81,23.9932,121.5908,10.60,2.61,15,3.10,120,0.35,0.80,1.00,F,29,B
2021-07-15,21:31:57.87,23.9780,121.6010,12.42,2.06,21,1.30,97,0.38,0.70,0.50,F,42,B
2021-07-15,23:02:38.20,23.9803,121.5828,9.51,2.16,12,3.20,89,0.26,0.40,0.40,F,22,B
2021-07-15,23:02:42.54,24.0078,121.5792,7.59,2.05,15,5.00,118,0.39,0.90,1.00,F,25,B
2021-07-15,23:05:04.36,23.9775,121.5873,7.36,4.82,99,2.70,54,0.35,0.10,0.10,F,270,B
2021-07-15,23:05:56.02,23.9790,121.5822,9.13,2.95,12,3.20,86,0.15,0.30,0.30,F,15,A
2021-07-15,23:06:33.65,23.9787,121.5780,9.77,2.94,31,3.60,79,0.33,0.60,0.60,F,55,A
2021-07-15,23:07:07.58,23.9852,121.5820,9.48,2.40,23,3.40,96,0.30,0.70,0.70,F,35,B
2021-07-15,23:07:31.94,23.9722,121.5807,9.41,2.79,24,3.40,82,0.32,0.30,0.30,F,48,B
2021-07-15,23:07:43.75,23.9775,121.5848,7.77,3.67,99,2.90,64,0.36,0.10,0.10,F,194,B
2021-07-15,23:08:02.00,23.9818,121.5810,9.32,2.70,6,3.40,94,0.11,0.30,0.40,F,12,B
2021-07-15,23:08:16.48,23.9848,121.5853,10.85,2.33,11,3.10,99,0.27,0.40,0.40,F,20,B
2021-07-15,23:08:51.40,23.9743,121.5755,10.06,1.84,13,3.90,75,0.24,0.30,0.30,F,25,B
2021-07-15,23:08:57.67,23.9760,121.5835,8.72,1.63,7,3.10,90,0.14,0.20,0.30,F,14,B
2021-07-15,23:10:28.37,23.9738,121.5787,8.82,3.11,38,3.50,77,0.31,0.30,0.20,F,47,B
2021-07-15,23:10:35.82,23.9720,121.5797,7.88,3.26,73,3.50,70,0.37,0.20,0.20,F,116,B
2021-07-15,23:11:18.82,23.9708,121.5837,8.11,2.10,20,3.10,86,0.29,0.30,0.40,F,35,B
2021-07-15,23:11:55.01,23.9713,121.5850,9.51,2.24,42,2.90,87,0.34,0.30,0.30,F,64,B
2021-07-15,23:14:53.50,23.9750,121.5820,7.87,2.87,62,3.20,63,0.38,0.20,0.20,F,109,B
2021-07-15,23:15:39.89,23.9722,121.5802,8.92,2.10,22,3.40,80,0.37,0.30,0.40,F,39,B
2021-07-15,23:16:30.20,23.9872,121.5977,6.57,3.30,89,2.10,48,0.41,0.20,0.20,F,140,B
2021-07-15,23:17:53.71,23.9983,121.5982,9.14,2.35,41,3.00,127,0.41,0.70,0.70,F,63,B
2021-07-15,23:20:17.65,23.9880,121.5962,7.48,2.19,40,2.30,102,0.41,0.30,0.30,F,68,C
2021-07-15,23:21:39.86,23.9715,121.5993,7.70,2.65,52,1.50,84,0.37,0.20,0.20,F,86,B
2021-07-15,23:22:15.82,23.9967,121.5840,9.88,2.03,21,3.80,108,0.29,0.60,0.70,F,33,B
2021-07-15,23:22:49.22,23.9910,121.5955,7.87,2.08,37,2.50,115,0.34,0.30,0.30,F,56,C
2021-07-15,23:24:24.17,23.9618,121.6085,8.65,2.64,47,1.60,170,0.35,0.20,0.30,F,71,C
2021-07-15,23:24:36.99,23.9585,121.6148,9.74,2.49,23,1.90,186,0.33,0.30,0.30,F,38,D
2021-07-15,23:29:26.70,23.9698,121.6038,6.68,4.94,99,1.20,39,0.34,0.10,0.20,F,282,B
2021-07-15,23:29:47.04,23.9652,121.5862,10.11,3.80,10,3.00,98,0.18,0.60,0.60,F,14,B
2021-07-15,23:30:25.27,23.9813,121.6010,7.67,3.94,63,1.50,89,0.28,0.20,0.20,F,93,B
2021-07-15,23:30:45.95,23.9602,121.6108,9.12,3.64,38,1.70,174,0.28,0.20,0.20,F,60,C
2021-07-15,23:31:06.19,23.9602,121.6027,7.78,3.55,50,2.00,149,0.27,0.20,0.20,F,75,C
2021-07-15,23:31:46.29,23.9683,121.5962,8.82,4.37,99,1.90,78,0.32,0.10,0.10,F,209,B
2021-07-15,23:32:46.65,23.9957,121.5967,9.53,3.06,28,2.80,125,0.30,0.60,0.60,F,47,B
2021-07-15,23:33:11.03,23.9798,121.6003,9.98,2.15,5,1.40,104,0.06,0.20,0.40,F,9,B
2021-07-15,23:33:29.49,23.9785,121.5967,8.69,4.45,99,1.80,75,0.41,0.20,0.20,F,201,B
2021-07-15,23:33:34.58,23.9765,121.5965,10.37,4.39,8,1.70,87,0.15,0.30,0.40,F,12,A
2021-07-15,23:33:42.00,23.9727,121.5902,11.15,4.07,4,2.40,99,0.19,0.40,0.50,F,8,B
